Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Testis	256/17517	7.864964780693513E-7	5.785414770883025E-6	0	0	3.6677365158449686	51.55252196072623	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;HOXD3;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Amygdala	105/5279	1.9454927839341855E-6	1.4072397803790609E-5	0	0	1.83526327288617	24.133703327623273	DGKB;POP4;ROGDI;CREB3L2;OSBP;LONP2;VPS39;PRKCI;MEF2C;IGFBP5;LMO3;COG1;DNAJB14;LEMD2;FOXP1;C10ORF118;SIK3;PKP4;SRSF5;IGSF8;CEP104;ZNF791;GYPC;MAOB;MAOA;NPR1;YTHDC1;MGST1;SLC38A10;PIK3R1;GNS;FHIT;MTMR6;ADAMTS15;ABR;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;SLC10A7;DENND4B;LHFP;BSDC1;PRRC2C;PUM1;CLK4;CLK1;SON;OGDH;AAK1;OSBPL1A;EIF4G3;OGT;RERE;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;CSAD;FAM115A;MECP2;DSTYK;UBL3;IDS;RBM5;PPP1R12A;PPAP2A;PAFAH1B1;DDX24;WBP2;SFSWAP;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;KIAA0195;HIPK2;NFIC;PMP22;TACC1;ATP13A2;MPHOSPH8
Connective tissue	169/9893	2.2985045538795073E-6	1.6353294694814857E-5	0	0	1.793511218920558	23.285607833940237	CHIC1;ZNF295;ACAA2;POP4;ROGDI;FAM13A;SMEK2;PRDM2;IKZF5;HERC3;HPGDS;CREB3L2;OSBP;WWC3;LONP2;MEF2A;USP8;MEF2C;SCARA5;IL11RA;HGF;EBF2;COG1;DNAJB14;LEMD2;FOXP1;ST7L;TOM1L2;SDPR;AKAP9;C10ORF118;SIK3;UTS2;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;CALCRL;GYPC;MAOB;MAOA;NPR1;PDE1A;TSHZ2;ANKRD12;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ARHGAP20;ATXN2;ATXN1;MAN2A2;CALD1;EPB41L2;PIP5K1B;MAP4;MAP2K5;ZBED3;EDEM3;CCDC134;NDFIP2;SLC10A7;DENND4B;INSR;BSDC1;RAB27B;BRAF;HOOK3;PUM1;BTBD9;CLK4;ARHGAP24;CNOT4;AIMP2;DLG2;GON4L;CILP;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CPEB4;CDKN1C;PHF3;RERE;ECM2;LDB1;NUMA1;MAST2;HP1BP3;USP34;WASL;LSP1;PTPN23;CSAD;EDA2R;SMG6;MECP2;AKAP13;DSTYK;ZNF407;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;VWA5A;C10ORF10;WDR31;IL16;ABCC9;FAM126B;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PPAP2A;ANGPTL1;PAFAH1B1;HDAC4;ERVFRD-1;COL15A1;ZNF197;DDX24;SFSWAP;SEMA3A;LAMA4;RNF38;TM9SF3;IL1RL1;CLEC3B;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;EYA2;STAT2;MBOAT7;SYVN1;MIB2;SNX21;RSRC2;ATP2B1;PODN;TTC19;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;XPNPEP2;NFIC;KANSL3;PCYOX1L;TACC1;ATP13A2;MPHOSPH8
Caudate nucleus	93/4512	2.42455507784521E-6	1.6956372554760843E-5	0	0	1.8630728841693842	24.089276263499215	RERE;CCDC120;ACAA2;DGKB;PHF1;MAST2;ROGDI;HP1BP3;USP34;LSP1;FAM115A;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;EGFL7;IGFBP5;LMO3;COG1;LEMD2;FOXP1;C10ORF118;PPAP2A;SIK3;PKP4;SRSF5;PAFAH1B1;IGSF8;CEP104;ZNF791;GYPC;MAOB;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;TSHZ2;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ABR;CLEC3B;ATXN1;MAN2A2;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;TPD52L1;SORBS3;CLK4;TTC19;MTOR;KIAA0195;CLK1;SON;NFIC;SAA1;PMP22;TACC1;ATP13A2;OSBPL1A;OGT
Spinal ganglion	79/3623	2.461408919239477E-6	1.6956372554760843E-5	0	0	1.929916949336681	24.924446335533236	PHF3;RERE;CCDC120;MAST2;SMEK2;HP1BP3;LSP1;AKAP13;UBL3;CREB3L2;OSBP;LONP2;VPS39;RBM5;PRKCI;IGFBP5;C10ORF10;COG1;LEMD2;DCN;FOXP1;TGFBR3;C10ORF118;PPAP2A;SRSF5;PAFAH1B1;CEP104;ZNF791;COL15A1;GYPC;DDX24;MAOA;NPR1;YTHDC1;WBP2;SFSWAP;MGST1;SLC38A10;PIK3R1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;HMBOX1;CLEC3B;MAN2A2;CALD1;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;LHFP;MBOAT7;SYVN1;BSDC1;PRRC2C;PUM1;SORBS3;TTC19;HIPK2;COL3A1;SON;NFIC;SAA1;PMP22;TACC1;OSBPL1A;OGT
Lateral ventricle	191/11697	3.940201683749723E-6	2.6719492667927805E-5	0	0	1.8211344805608667	22.662704930115183	VIT;ITSN2;ACAA2;POP4;ROGDI;FAM13A;SMEK2;PRDM2;DCAF5;HERC3;HPGDS;CREB3L2;OSBP;WWC3;LONP2;SLC16A7;MEF2A;MEF2C;IGFBP5;SCARA5;IL11RA;HGF;EBF2;COG1;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;CCDC80;AKAP9;C10ORF118;SIK3;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;CALCRL;GYPC;MAOB;MAOA;NPR1;YTHDC1;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;PLAC9;ADAMTS15;ABR;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;MAP2K5;ZBED3;EDEM3;CCDC134;NDFIP2;SLC10A7;DENND4B;TPRG1;FZD4;LHFP;INSR;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;BTBD9;CLK4;PAFAH2;ARHGAP24;CNOT4;AIMP2;TMEM234;DLG2;SON;GON4L;CILP;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CPEB4;CDKN1C;PHF3;RERE;ECM2;CCDC120;LDB1;NUMA1;MAST2;HP1BP3;WASL;PTPN23;CSAD;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;SGCD;ZNF407;C3ORF55;RBM5;RBM33;PPP1R12A;VWA5A;C10ORF10;WDR31;IL16;ABCC9;SYN3;FAM126B;ARID1B;SHROOM4;TGFBR3;PEX6;ANGPTL1;PAFAH1B1;HDAC4;ERVFRD-1;COL15A1;HPGD;DDX24;ADH1B;SFSWAP;SEMA3A;RNF38;RCHY1;TM9SF4;HDAC6;TM9SF3;IL1RL1;CLEC3B;FAM120B;LRIG3;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;EYA2;STAT2;SYVN1;MIB2;SNX21;FMO2;RSRC2;ATP2B1;PODN;TPD52L1;TTC19;KIAA0195;HIPK2;RGP1;TBX15;COL3A1;NFIA;XPNPEP2;DLC1;NFIC;KANSL3;PCYOX1L;TACC1;ATP13A2;MPHOSPH8
Gut	140/7807	4.2083850851058954E-6	2.8099063491322442E-5	0	0	1.748764546468994	21.646962277670887	ITSN2;ACAA2;SMEK2;HERC3;OSBP;SCMH1;WWC3;DIP2A;VPS39;USP8;PRKCI;IGFBP5;SCARA5;COG1;ATP11A;LEMD2;TOM1L2;SDPR;AKAP9;C10ORF118;ULK1;PKP4;SRSF5;FKBP5;GLYR1;IGSF8;RAB5B;ZNF791;EIF2C3;CALCRL;MAOB;MAOA;YTHDC1;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ABR;ARHGAP20;ATXN2;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;NAA50;DENND4B;INSR;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;PAFAH2;AIMP2;DLG2;SON;GOLGB1;OGDH;STT3A;AAK1;HOXD3;OSBPL1A;EIF4G3;OGT;ZNF254;CDKN1C;PHF3;ECM2;LDB1;NUMA1;MAST2;HP1BP3;WASL;LSP1;PTPN23;FAM115A;DHTKD1;MECP2;AKAP13;DSTYK;SGCD;SH3D19;EGFL7;PPP1R12A;DCAKD;VWA5A;IL16;ARID1B;DCN;TGFBR3;SLC7A6;CEACAM1;PEX6;PPAP2A;PAFAH1B1;HDAC4;COL15A1;ZNF197;HPGD;DDX24;ADH1B;WBP2;LAMA4;FOXK1;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;CLEC3B;NSD1;TCEB1;METTL7A;SASH1;GSN;SORT1;STAT2;MBOAT7;SYVN1;FMO2;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;KIAA0195;COL3A1;NFIA;XPNPEP2;NFIC;PCYOX1L;TACC1;MPHOSPH8;SNTB2
Globus pallidus	80/3792	7.513271058870485E-6	4.940544908408774E-5	0	0	1.8564608824619948	21.90408422519134	RERE;CCDC120;ACAA2;PHF1;MAST2;ROGDI;HP1BP3;PRDM2;LSP1;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;MEF2C;EGFL7;LMO3;COG1;LEMD2;FOXP1;C10ORF118;PPAP2A;SIK3;SRSF5;PAFAH1B1;CEP104;ZNF791;GYPC;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ATXN1;MAN2A2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;ATP2B1;PUM1;TPD52L1;SORBS3;TTC19;HIPK2;SON;NFIC;SAA1;PMP22;TACC1;ATP13A2;OSBPL1A;OGT
Pancreatic islet	98/4972	8.388300336108375E-6	5.41640313931933E-5	0	0	1.7784844754479552	20.78812282904018	ACAA2;ROGDI;SMEK2;CREB3L2;OSBP;LONP2;VPS39;IGFBP5;COG1;LEMD2;FOXP1;C10ORF118;SRSF5;CEP104;ZNF791;GYPC;MAOA;NPR1;YTHDC1;TSHZ2;MGST1;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;HMBOX1;MAN2A2;CALD1;SAFB2;MAP4;KIAA0319L;MAP2K5;RAI2;EDEM3;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;BSDC1;PRRC2C;PUM1;CLK1;SON;STT3A;OGT;CDKN1C;PHF3;RERE;ECM2;CCDC120;PHF1;MAST2;HP1BP3;USP34;LSP1;AKAP13;UBL3;IDS;RBM5;EGFL7;VWA5A;C10ORF10;DCN;TGFBR3;PEX6;PPAP2A;PAFAH1B1;COL15A1;DDX24;WBP2;SFSWAP;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;TCEB1;METTL7A;GSN;MBOAT7;SYVN1;RSRC2;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;COL3A1;NFIC;SAA1;PMP22;TACC1
Natural killer cell	162/9530	8.4865302643713E-6	5.41640313931933E-5	0	0	1.7236377520856598	20.12697030244088	ITSN2;ACAA2;DGKB;POP4;SMEK2;DCAF5;HPGDS;CREB3L2;OSBP;WWC3;LONP2;SLC16A7;DIP2A;VPS39;MEF2A;USP8;PRKCI;MEF2C;SCARA5;EBF1;COG1;DNAJB14;ATP11A;LEMD2;FOXP1;TOM1L2;SDPR;AKAP9;C10ORF118;SIK3;UTS2;ULK1;PKP4;SRSF5;FKBP5;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;NPR1;YTHDC1;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;RNPC3;GNS;FHIT;MTMR6;ADAMTS15;ABR;ATXN2;HMBOX1;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;KIAA0319L;MAP2K5;NAA50;CCDC134;BBS1;SLC10A7;DENND4B;LHFP;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;CLK4;PAFAH2;CLK1;AIMP2;SON;GOLGB1;OGDH;STT3A;AAK1;ZNF136;EIF4G3;OGT;CD22;ZNF254;CDKN1C;PHF3;RERE;ECM2;CCDC120;NUMA1;PHF1;MAST2;HP1BP3;USP34;WASL;LSP1;PTPN23;SMG6;MECP2;AKAP13;UBL3;ZNF407;IDS;RBM5;SH3D19;RBM33;PPP1R12A;DCAKD;VWA5A;IL16;ABCC9;FAM126B;ARID1B;TGFBR3;SLC7A6;PAFAH1B1;HDAC4;COL15A1;ZNF197;DDX24;WBP2;SFSWAP;RNF38;FOXK1;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;FAM120B;VPS54;TCEB1;LRIG3;METTL7A;GSN;SORT1;STAT2;MBOAT7;SYVN1;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;HIPK2;RGP1;KANSL3;PCYOX1L;SAA1;TACC1;ATP13A2;MPHOSPH8;SNTB2
Muscle	47/1841	9.988635252660049E-6	6.282706811093422E-5	0	0	2.146118721461187	24.710545275850347	PHF3;ACAA2;GYPC;DDX24;ADH1B;WBP2;LAMA4;SMEK2;USP34;WASL;FSTL1;TM9SF4;HDAC6;IKZF5;AKAP13;CALD1;EPB41L2;MAP4;KIAA0319L;RBM5;SASH1;NAA50;USP8;MEF2C;GSN;MBD6;PPP1R12A;IGFBP5;SCARA5;NR1H2;COG1;BSDC1;PUM1;DCN;HIPK2;CLK1;SLC7A6;COL3A1;CCDC80;SON;GOLGB1;KANSL3;OGDH;SAA1;OSBPL1A;CPEB4;FKBP5
Monocyte	136/7640	1.0931727659158967E-5	6.77767114867856E-5	0	0	1.7050188617352797	19.47786472368018	ITSN2;ACAA2;POP4;ROGDI;SMEK2;CREB3L2;OSBP;LONP2;DIP2A;VPS39;MEF2A;USP8;PRKCI;MEF2C;IGFBP5;COG1;ATP11A;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;SRSF5;FKBP5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;GYPC;NPR1;YTHDC1;MGST1;SLC38A10;PIK3R1;GNS;FHIT;MTMR6;ADAMTS15;ABR;ATXN2;ATXN1;MAN2A2;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;INSR;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;CLK4;ARHGAP24;CLK1;AIMP2;SON;CILP;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;ZNF136;EIF4G3;OGT;CDKN1C;PHF3;RERE;ECM2;CCDC120;NUMA1;PHF1;MAST2;HP1BP3;USP34;WASL;LSP1;PTPN23;AKAP13;UBL3;IDS;RBM5;SH3D19;EGFL7;PPP1R12A;VWA5A;IL16;DCN;SLC7A6;PAFAH1B1;DDX24;WBP2;SFSWAP;RNF38;FOXK1;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;FAM120B;VPS54;TCEB1;METTL7A;SASH1;GSN;MBD6;SORT1;STAT2;MBOAT7;SYVN1;MIB2;RSRC2;ATP2B1;SORBS3;TTC19;MTOR;COL3A1;NFIC;PCYOX1L;SAA1;TACC1;ATP13A2;MPHOSPH8
Thalamus	95/4856	1.754191234441914E-5	1.0722802757011135E-4	0	0	1.747181964573269	19.133245637745095	CDKN1C;PHF3;RERE;CCDC120;ACAA2;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;USP34;LSP1;MECP2;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;EGFL7;IGFBP5;LMO3;COG1;LEMD2;DCN;FOXP1;C10ORF118;PPAP2A;SIK3;PKP4;SRSF5;PAFAH1B1;IGSF8;CEP104;ZNF791;GYPC;DDX24;MAOA;NPR1;YTHDC1;WBP2;SFSWAP;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ATXN1;MAN2A2;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;CLK1;SON;NFIC;SAA1;PMP22;TACC1;ATP13A2;OSBPL1A;EIF4G3;OGT;CD22
Colonic cancer cell	21/563	2.2748280089626717E-5	1.371215772069166E-4	0	0	3.035108065366368	32.44840411230219	PHF3;MAST2;PRRC2C;BRAF;FOXK1;WASL;PTPN23;PUM1;TPD52L1;ARID1B;CNOT4;AKAP13;COL3A1;ATXN2;SON;NFIC;PEX6;FAM120B;SAFB2;MAP4;RBM33
Trigeminal ganglion	85/4239	2.5130055193265426E-5	1.4940334183393417E-4	0	0	1.7613323508992198	18.65505650039402	PHF3;RERE;ECM2;CCDC120;ACAA2;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;LSP1;AKAP13;UBL3;CREB3L2;OSBP;LONP2;SLC16A7;VPS39;RBM5;PRKCI;IGFBP5;C10ORF10;COG1;LEMD2;DCN;FOXP1;TGFBR3;C10ORF118;PPAP2A;SRSF5;CEP104;ZNF791;GYPC;DDX24;ADH1B;NPR1;YTHDC1;WBP2;SFSWAP;TSHZ2;MGST1;SLC38A10;PIK3R1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;HMBOX1;CLEC3B;MAN2A2;CALD1;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;MBOAT7;SYVN1;BSDC1;PUM1;SORBS3;TTC19;HIPK2;CLK1;COL3A1;SON;NFIC;SAA1;PMP22;TACC1;OSBPL1A;OGT
Cerebral peduncle	95/4907	2.7216887874961427E-5	1.5962336942882782E-4	0	0	1.7227763923524522	18.109261915512377	PHF3;RERE;CCDC120;ACAA2;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;LSP1;DHTKD1;MECP2;AKAP13;UBL3;CREB3L2;OSBP;LONP2;IDS;SLC16A7;VPS39;RBM5;PRKCI;EGFL7;IGFBP5;COG1;DNAJB14;LEMD2;FOXP1;C10ORF118;PPAP2A;SIK3;PKP4;SRSF5;PAFAH1B1;CEP104;ZNF791;GYPC;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;TSHZ2;MGST1;SLC38A10;PIK3R1;RCHY1;GNS;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;HMBOX1;CLEC3B;ATXN1;MAN2A2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;GSN;DENND4B;LHFP;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;SORBS3;CLK4;TTC19;MTOR;HIPK2;CLK1;SON;NFIC;SAA1;AAK1;PMP22;TACC1;ATP13A2;OSBPL1A;OGT
Seminal vesicle	187/11672	3.387134171827222E-5	1.960021640764019E-4	0	0	1.7001405245146393	17.499446583436868	VIT;CHIC1;ACAA2;POP4;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;HPGDS;CREB3L2;OSBP;WWC3;LONP2;SLC16A7;MEF2A;PRKCI;MEF2C;IGFBP5;SCARA5;IL11RA;HGF;COG1;DNAJB14;FRS3;LEMD2;FOXP1;ST7L;TOM1L2;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;CALCRL;GYPC;MAOB;MAOA;NPR1;YTHDC1;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;PLAC9;ADAMTS15;ABR;ARHGAP20;ATXN2;ATXN1;MAN2A2;EPB41L2;SAFB2;PIP5K1B;MAP4;KIAA0319L;MAP2K5;ZBED3;EDEM3;CCDC134;BBS1;NDFIP2;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;HOOK3;PUM1;DNAJC16;CLK4;PAFAH2;ARHGAP24;CNOT4;AIMP2;TMEM234;SON;GON4L;CILP;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CPEB4;CDKN1C;PHF3;RERE;ECM2;CCDC120;NUMA1;MAST2;HP1BP3;USP34;WASL;PTPN23;CSAD;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;VWA5A;C10ORF10;WDR31;SYN3;FAM126B;ARID1B;SHROOM4;TGFBR3;SLC25A16;PEX6;ANGPTL1;PAFAH1B1;HDAC4;FOXC1;ERVFRD-1;ZNF197;DDX24;ADH1B;SFSWAP;SEMA3A;RNF38;RCHY1;TM9SF4;HDAC6;TM9SF3;IL1RL1;CLEC3B;FAM120B;LRIG3;SASH1;MBD6;URGCP;SORT1;EYA2;STAT2;MBOAT7;SYVN1;MIB2;SNX21;FMO2;RSRC2;ATP2B1;PODN;TPD52L1;TTC19;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;XPNPEP2;NFIC;KANSL3;PCYOX1L;TACC1;ATP13A2;MPHOSPH8
Embryonic brain	95/4936	3.475111886699452E-5	1.9844717879310029E-4	0	0	1.7091280497601506	17.54812835530982	RERE;CCDC120;ACAA2;PHF1;MAST2;ROGDI;SMEK2;HP1BP3;USP34;PRDM2;LSP1;CSAD;FAM115A;AKAP13;UBL3;CREB3L2;OSBP;LONP2;IDS;VPS39;RBM5;PRKCI;MEF2C;PPP1R12A;IGFBP5;LMO3;COG1;LEMD2;DCN;FOXP1;C10ORF118;PPAP2A;SIK3;SRSF5;PAFAH1B1;CEP104;ZNF791;GYPC;DDX24;NPR1;YTHDC1;WBP2;SFSWAP;RNF38;MGST1;SLC38A10;PIK3R1;RCHY1;FSTL1;FHIT;MTMR6;TM9SF4;HDAC6;TM9SF3;TBRG1;ADAMTS15;ABR;CLEC3B;ATXN1;MAN2A2;EPB41L2;SAFB2;TCEB1;MAP4;METTL7A;KIAA0319L;MAP2K5;NAA50;BBS1;SLC10A7;DENND4B;LHFP;INSR;MBOAT7;SYVN1;BSDC1;PRRC2C;RSRC2;ATP2B1;PUM1;SORBS3;CLK4;TTC19;MTOR;CLK1;COL3A1;SON;NFIC;SAA1;PMP22;TACC1;ATP13A2;OSBPL1A;EIF4G3;OGT
